pid,address_point_id,address,addr_key,local_area,lat_lon
019130988,__FJ0PCW,,,Hastings-Sunrise,"49.28700129876422, -123.02980630939813"
015713491,__FJ0PCQ,,,Hastings-Sunrise,"49.28700151883841, -123.02897642941095"
015792471,__FJ27MG,,,Sunset,"49.204598615539176, -123.10174364210282"
013605259,__FIYJY0,,,Hastings-Sunrise,"49.274701980044036, -123.03198355879312"
013602535,__FIYJYA,,,Hastings-Sunrise,"49.27469773222275, -123.03113493802401"
011582936,__FIYK1E,,,Hastings-Sunrise,"49.27636806304898, -123.03141231373003"
013612034,__FIYK1G,,,Hastings-Sunrise,"49.27636810052436, -123.03127415845194"
013612051,__FIYK1I,,,Hastings-Sunrise,"49.27636725175957, -123.03111949107088"
013612123,__FIYK1S,,,Hastings-Sunrise,"49.27601757633064, -123.03183360688472"
013601229,__FIYK6Q,,,Hastings-Sunrise,"49.274704640799435, -123.0305611270444"
,__FJ015K,,,West End,"49.27624988539883, -123.13540985671084"
,__FJ015I,,,West End,"49.27630952803857, -123.13518318920195"
,__FJ014Q,,,Fairview,"49.2725704250307, -123.13907168070445"
,__FJ236G,,,Victoria-Fraserview,"49.20536758407917, -123.058873291563"
,__FJ236M,,,Victoria-Fraserview,"49.2054074620352, -123.05689521579852"
,__FJ236Q,,,Victoria-Fraserview,"49.20506326444, -123.05684365520005"
,__FJ236Y,,,Killarney,"49.20504064216771, -123.05627233648543"
,__FJ237K,,,Killarney,"49.20492436876163, -123.04670815932812"
,__FJ2394,,,West Point Grey,"49.27683067652813, -123.20247128884232"
,__FJ239M,,,Mount Pleasant,"49.25740211085829, -123.08985677181525"
,__FJ23GQ,,,Kensington-Cedar Cottage,"49.250689305349816, -123.06515244501061"
016551699,__FJ23GS,,,Kensington-Cedar Cottage,"49.25051369888604, -123.06515542931243"
016010868,__FJ23N2,,,Strathcona,"49.28316356784545, -123.08266104637843"
,__FIY40Y,,,Kitsilano,"49.27389915114114, -123.18343545956388"
013424203,__FJ0Q4O,,,Hastings-Sunrise,"49.28178902473654, -123.03138416005588"
,__FJ1QVW,,,Grandview-Woodland,"49.29130421578666, -123.05921080838755"
013602527,__FJ22ZM,,,Hastings-Sunrise,"49.274709442478255, -123.03130686042294"
014373807,__FJ0OPW,,,Hastings-Sunrise,"49.27810683151928, -123.03144656596751"
014263203,__FJ0OPS,,,Hastings-Sunrise,"49.277925128887325, -123.03144645044593"
011556218,__FIY88O,,,Dunbar-Southlands,"49.25224449783426, -123.19517531070042"
011556625,__FIY894,,,Dunbar-Southlands,"49.252639956885936, -123.19642156880258"
016012348,__FJ1AGG,,,Strathcona,"49.285672914626986, -123.07711920499551"
011556731,__FIY89I,,,Dunbar-Southlands,"49.25263509378757, -123.19532663386032"
011556757,__FIY89K,,,Dunbar-Southlands,"49.25263442418759, -123.19519058954238"
014373785,__FJ0OPO,,,Hastings-Sunrise,"49.277743426062514, -123.03144702235274"
007221649,__FJ0OOK,,,Hastings-Sunrise,"49.27892088697386, -123.03144433376134"
015382303,__FJ0OOE,,,Hastings-Sunrise,"49.27864923239315, -123.0314448484984"
011816244,__FJ0ON0,,,Hastings-Sunrise,"49.27985415092463, -123.03142554082066"
011816261,__FJ0OM6,,,Hastings-Sunrise,"49.27984141145127, -123.0319261385368"
013942379,__FJ0OLI,,,Hastings-Sunrise,"49.280492695210626, -123.03180693995232"
010442987,__FJ0OLG,,,Hastings-Sunrise,"49.280492742159105, -123.03166875940975"
013542303,__FJ0OLE,,,Hastings-Sunrise,"49.28049278013475, -123.03152989139569"
002607026,__FJ0OJA,,,Hastings-Sunrise,"49.27685715873027, -123.03193529345747"
013614975,__FJ0OJ2,,,Hastings-Sunrise,"49.276856203466785, -123.03138365605724"
013614509,__FJ0OIK,,,Hastings-Sunrise,"49.27719979546174, -123.03193088146628"
003335232,__FIY99C,,,Marpole,"49.20128161263123, -123.14086403254036"
,__FJ22TU,,,Hastings-Sunrise,"49.28918659954474, -123.03302576496702"
,__FJ22ZC,,,Downtown,"49.27736961231775, -123.1054861143162"
013601440,__FJ22ZO,,,Hastings-Sunrise,"49.27435621850777, -123.03022953951981"
023374985,__G6OK40,,,Kitsilano,"49.2751429038856, -123.13944652982252"
013424157,__FJ0Q4I,,,Hastings-Sunrise,"49.281789352730776, -123.03179665039983"
007592442,__FIZ3CQ,,,Fairview,"49.26637686547232, -123.12113454132512"
011518405,__FIZ0QQ,,,Hastings-Sunrise,"49.29236104248797, -123.02509947772309"
011519291,__FIZ0QU,,,Hastings-Sunrise,"49.29236033233485, -123.02446819126399"
011519100,__FIZ0QW,,,Hastings-Sunrise,"49.29236039454502, -123.02425845022566"
011513527,__FIZ0R0,,,Hastings-Sunrise,"49.29235963233097, -123.02377089229701"
015717381,__FIZ0RY,,,Hastings-Sunrise,"49.29189201655959, -123.02799826252067"
014024578,__FIZ8NC,,,Victoria-Fraserview,"49.20817653614583, -123.0671494733107"
014024608,__FIZ8NE,,,Victoria-Fraserview,"49.20805936786086, -123.06680062001773"
004387031,__FIZ16K,,,Grandview-Woodland,"49.26926813759622, -123.06925247381669"
028435613,__FPG9TQ,,,Downtown,"49.28615432299609, -123.11593347217283"
,__FIZ0NU,,,,"49.29391815486641, -123.02532111470248"
028438515,__FPG49X,,,Renfrew-Collingwood,"49.24593858247025, -123.04488746606313"
,__HMAATF,,,Victoria-Fraserview,"49.21016944513602, -123.06399166853468"
,__HM8K4O,,,Mount Pleasant,"49.25851433336154, -123.08428219635"
032617275,__HM52S5,,,Dunbar-Southlands,"49.23263521725849, -123.17955661539946"
,__FNK4QS,,,Dunbar-Southlands,"49.22429027576742, -123.20112456308667"
,__FNK2C0,,,Dunbar-Southlands,"49.2260562743798, -123.199452943141"
,__FNK22D,,,Dunbar-Southlands,"49.22560916392799, -123.20021761550422"
,__FNK22C,,,Dunbar-Southlands,"49.22553100889262, -123.20037562604341"
,__FNK22B,,,Dunbar-Southlands,"49.22542608893141, -123.20053062989108"
,__FNK22A,,,Dunbar-Southlands,"49.2253190378034, -123.2006851025601"
013764021,__FPBWUM,,,,"49.237475562942784, -123.21164586854415"
011556706,__FIZ05Q,,,Dunbar-Southlands,"49.25263662223706, -123.19574163573"
,__FIYZSI,,,Strathcona,"49.27422689799772, -123.08294003539683"
,__FT0HNM,,,Renfrew-Collingwood,"49.235460826676224, -123.02749051062648"
007268998,__FIZ3CU,,,Fairview,"49.26627625313455, -123.12013610667138"
017459231,__FIZ372,,,Renfrew-Collingwood,"49.23797325609386, -123.0303520121542"
017459257,__FIZ370,,,Renfrew-Collingwood,"49.23836018348206, -123.03127391934714"
013424866,__FJ2BT4,,,Hastings-Sunrise,"49.28141029010209, -123.03152279032918"
,__FJ0ZOI,,,West End,"49.27916816359741, -123.13811779578899"
,__FJ0J26,,,Marpole,"49.1996173011094, -123.13570994009751"
,__FJ0J24,,,Marpole,"49.1998604151182, -123.13548191430274"
028613864,__FJ0ZN8,,,West End,"49.27981740348089, -123.13902989740018"
,__FJ0J22,,,Marpole,"49.199918308475475, -123.13410256725211"
007368119,__FJ0J1S,,,Marpole,"49.200857054246356, -123.1350636090025"
007372850,__FJ0J1M,,,Marpole,"49.200422249816526, -123.13525435734174"
027368441,__G6OK3Y,,,West End,"49.2795393057777, -123.13923379779135"
028708903,__G6OK3X,,,West End,"49.27910857247762, -123.1400071587982"
028613996,__G6OK3T,,,Kitsilano,"49.27792029589329, -123.14286886629404"
,__FIYMOM,,,Kensington-Cedar Cottage,"49.25897777058596, -123.05752559311532"
014559579,__FIYN30,,,Kensington-Cedar Cottage,"49.249612855762756, -123.0586199475698"
,__FIYTEG,,,Kitsilano,"49.273303602295606, -123.17949742034693"
,__FIYT8S,,,Kitsilano,"49.272719214899375, -123.17370993165541"
016018460,__G2G2U2,,,Renfrew-Collingwood,"49.23622508233505, -123.02691127376113"
016018486,__G2G2SW,,,Renfrew-Collingwood,"49.24149812187642, -123.039304807037"
,__FT2NM9,,,West End,"49.28578217388084, -123.12391693828067"
,__FNK229,,,Dunbar-Southlands,"49.22548416854264, -123.20081706886523"
,__FIZ3WC,,,Fairview,"49.2691902400674, -123.13280746355858"
,__GNT9NN,,,Marpole,"49.204712558047255, -123.11569726993126"
,__GNUT99,,,Dunbar-Southlands,"49.224503159323035, -123.19821464822792"
,__GO10UD,,,Dunbar-Southlands,"49.22901100116496, -123.19682191497509"
,__FIZ5J4,,,Marpole,"49.204039041080016, -123.11702171002729"
,__GO10UK,,,Dunbar-Southlands,"49.22864128964523, -123.19685188560561"
,__FIZ6WM,,,Sunset,"49.205103350795305, -123.09833697331015"
,__FIZ6WO,,,Sunset,"49.20505816844333, -123.0969846239397"
,__FIZ6WU,,,Sunset,"49.205110768558605, -123.0948231489361"
,__FIZ6WY,,,Sunset,"49.20528301745425, -123.09313413782992"
,__FIZ6Y0,,,Sunset,"49.20507423258893, -123.10154979833067"
,__HK4XXF,,,Killarney,"49.22841670423885, -123.02813580758048"
,__GO10U3,,,Dunbar-Southlands,"49.228990212143984, -123.19630440653647"
008850291,__FIZ7CY,,,Marpole,"49.20371318003129, -123.13988539110017"
017459265,__FIZ37Y,,,Renfrew-Collingwood,"49.238193050808924, -123.03084285266542"
,__GO1SJW,,,Dunbar-Southlands,"49.228209852519605, -123.19686077482709"
,__GO1SMP,,,Dunbar-Southlands,"49.22747834549615, -123.1968677437516"
027350142,__FJ0FBS,,,Dunbar-Southlands,"49.25442531411222, -123.18687047260904"
,__GO1SMQ,,,Dunbar-Southlands,"49.22741986235588, -123.196722776288"
,__GO1SSP,,,Dunbar-Southlands,"49.22706489004295, -123.20177169061007"
,__GO1SSQ,,,Dunbar-Southlands,"49.22699409068489, -123.20158998367266"
,__GO1SSR,,,Dunbar-Southlands,"49.22692629138409, -123.20140029599742"
,__GO1SSS,,,Dunbar-Southlands,"49.22753210888286, -123.20156295899811"
017459249,__FIZ374,,,Renfrew-Collingwood,"49.237793472404164, -123.02992191966887"
,__GO10RT,,,Dunbar-Southlands,"49.229426505641484, -123.19567574687429"
,__FIZ4VU,,,Fairview,"49.26850963783655, -123.13187944594898"
,__GO10QZ,,,Dunbar-Southlands,"49.22963664150967, -123.1961651791816"
,__GNUT9A,,,Dunbar-Southlands,"49.224441001294394, -123.19785825563442"
,__GNUTBF,,,Dunbar-Southlands,"49.22270567779397, -123.19846138733395"
,__GNUTBO,,,Dunbar-Southlands,"49.22361300347709, -123.19479963666264"
,__GNUTBX,,,Dunbar-Southlands,"49.2254711228548, -123.19713159362628"
,__GNVL40,,,Dunbar-Southlands,"49.22591749274069, -123.19647831797731"
,__GNVL7N,,,Dunbar-Southlands,"49.22620902857379, -123.1944480679156"
,__GNWD2C,,,Dunbar-Southlands,"49.226152516534505, -123.19233870671034"
,__GNX4Q6,,,Dunbar-Southlands,"49.2263267012655, -123.1933783815581"
,__GNX4WE,,,Dunbar-Southlands,"49.22668981336723, -123.19213305966296"
,__GNX4ZZ,,,Dunbar-Southlands,"49.226667542273205, -123.19143339890468"
,__GNXWM7,,,Dunbar-Southlands,"49.22964523597082, -123.1945618201657"
,__GNXWOI,,,Dunbar-Southlands,"49.22920080791523, -123.19406389511038"
,__GNXWQX,,,Dunbar-Southlands,"49.228178398018656, -123.1932369289919"
,__GNXWQZ,,,Dunbar-Southlands,"49.228056897312726, -123.19331317755304"
,__GNXWR0,,,Dunbar-Southlands,"49.2279086668287, -123.19339765839398"
,__GNZGXZ,,,Dunbar-Southlands,"49.22770262594011, -123.19534084532611"
,__GO08SU,,,Dunbar-Southlands,"49.22836032476822, -123.19450870271143"
,__GO08SW,,,Dunbar-Southlands,"49.22821479434731, -123.19408917852031"
,__GO08WQ,,,Dunbar-Southlands,"49.2296786508592, -123.19669332719717"
,__GO08WX,,,Dunbar-Southlands,"49.22980650656832, -123.19653652493922"
,__FIZ4V8,,,Mount Pleasant,"49.266677705014054, -123.10160757615384"
,__GNUT98,,,Dunbar-Southlands,"49.224625761145255, -123.19818013112345"
007425414,__FIZFMK,,,Killarney,"49.21902634333879, -123.0280063371902"
,__FJ0ZRU,,,West End,"49.277326844904515, -123.13630346990394"
,__FJ0ZS8,,,West End,"49.278469933377785, -123.13718658146819"
,__FJ24O8,,,Downtown,"49.28297577961692, -123.11879391404543"
,__FJ24OG,,,Downtown,"49.28222116641083, -123.1209518504979"
,__FJ24OK,,,Downtown,"49.282420739591124, -123.12166570836982"
,__FJ24OO,,,Downtown,"49.281226856536584, -123.12213281236599"
011156074,__FJ24US,,,Hastings-Sunrise,"49.29282129893418, -123.02442232023581"
011519291,__FJ24UU,,,Hastings-Sunrise,"49.29230964878116, -123.02478630500069"
011519053,__FJ24UW,,,Hastings-Sunrise,"49.29231534109086, -123.02437103439367"
,__FJ24W4,,,Strathcona,"49.28784252560962, -123.08214003243069"
,__FJ1SMS,,,,"49.26595864619298, -123.21547691672018"
,__FJ24O6,,,Downtown,"49.28260682833959, -123.119974240658"
,__FJ1SMU,,,,"49.26596214894371, -123.215769005573"
,__FJ1SMW,,,,"49.26596744610196, -123.2160631778416"
,__FJ1SMY,,,,"49.26597588826056, -123.21635872470897"
,__FJ1SN0,,,,"49.26598334855535, -123.21694224501005"
,__FJ1SN2,,,,"49.26598594421141, -123.21723639192837"
,__FJ1SN4,,,,"49.26600779394392, -123.21781432650857"
,__FJ1SN6,,,,"49.26605130708613, -123.21811773962693"
,__FJ0VWM,,,Riley Park,"49.24214099702026, -123.09611601473338"
,__FJ0VWO,,,Riley Park,"49.242420719456945, -123.09647515247582"
,__FJ0VWQ,,,Riley Park,"49.24232896472845, -123.09647909534888"
,__FJ106E,,,West End,"49.27659234132336, -123.13673120188191"
024352225,__FJ24AM,,,Grandview-Woodland,"49.28606028904335, -123.06332821912567"
015687392,__FJ24AQ,,,Grandview-Woodland,"49.286294498901974, -123.06513591314295"
016015517,__FJ24O4,,,Downtown,"49.2855783265914, -123.12048786191687"
002853825,__FJ24KQ,,,Downtown,"49.28794533248909, -123.1146086825117"
011816252,__FJ0OMY,,,Hastings-Sunrise,"49.27993735687146, -123.03142353131558"
002586959,__FJ0OMW,,,Hastings-Sunrise,"49.28001516361708, -123.03142921791327"
013329880,__FIZ8DM,,,Victoria-Fraserview,"49.209021531874214, -123.06504992454681"
011816171,__FJ0OMS,,,Hastings-Sunrise,"49.279361963229206, -123.0319123550352"
002854333,__FJ24LY,,,Downtown,"49.28784762471341, -123.11601714531237"
,__FJ1QVU,,,Grandview-Woodland,"49.2878506767381, -123.06544581479473"
014066785,__FJ0OO8,,,Hastings-Sunrise,"49.27848001179636, -123.03185086527826"
013431463,__FJ0OLC,,,Hastings-Sunrise,"49.280492817753014, -123.03139172459606"
014381290,__FJ0OOC,,,Hastings-Sunrise,"49.27855838108645, -123.0314447907395"
007552840,__FJ0OOG,,,Hastings-Sunrise,"49.278739634126545, -123.03144421853058"
015483266,__FJ0OL8,,,Hastings-Sunrise,"49.280846703299765, -123.0316654112148"
012708097,__FJ0OJ8,,,Hastings-Sunrise,"49.276856908894615, -123.03179746658807"
013614983,__FJ0OJ4,,,Hastings-Sunrise,"49.27685642681048, -123.03152148290559"
013614525,__FJ0OJ0,,,Hastings-Sunrise,"49.27685596201294, -123.03124566421911"
,__FJ24E8,,,Hastings-Sunrise,"49.29235173335663, -123.05194543179856"
013477382,__FJ0OP6,,,Hastings-Sunrise,"49.2780082144469, -123.03185124889539"
011460709,__FJ0OIQ,,,Hastings-Sunrise,"49.277199153482336, -123.0315170543569"
008359881,__FJ0OPI,,,Hastings-Sunrise,"49.27768093522374, -123.03197621850151"
011445831,__FJ24C4,,,Marpole,"49.20436359988164, -123.14109363228665"
013614517,__FJ0OIM,,,Hastings-Sunrise,"49.2771995636114, -123.03179305365377"
,__FJ0VWS,,,Riley Park,"49.24223721057205, -123.0964823512742"
,__FJ0ZS6,,,West End,"49.27830143166737, -123.13705343908539"
,__FJ0VWU,,,Riley Park,"49.24214545584039, -123.09648629411979"
,__FJ0VX8,,,Riley Park,"49.24242756228315, -123.09527508667365"
,__FNHTB2,,,Dunbar-Southlands,"49.22650884688143, -123.19699293978081"
,__FNHTDA,,,Dunbar-Southlands,"49.226455153790816, -123.19666053427417"
,__FNK1XQ,,,Dunbar-Southlands,"49.226927078969034, -123.19999950855387"
,__FNK1XY,,,Dunbar-Southlands,"49.2266695832806, -123.19919610665825"
,__FNK1XZ,,,Dunbar-Southlands,"49.22653684132951, -123.19895005788881"
,__FNK1Y8,,,Dunbar-Southlands,"49.225970142271315, -123.19875499584121"
,__FNK1Y9,,,Dunbar-Southlands,"49.22584231264522, -123.19881646535357"
,__FNK203,,,Dunbar-Southlands,"49.22529474670858, -123.19990915673498"
,__FNK20D,,,Dunbar-Southlands,"49.226859485333826, -123.20122375672925"
,__FNHTAM,,,Dunbar-Southlands,"49.22666612735628, -123.19646052000101"
,__FNK20F,,,Dunbar-Southlands,"49.22678955033, -123.20103075141276"
,__FNK20L,,,Dunbar-Southlands,"49.22667711659624, -123.20066967154332"
,__FNK21V,,,Dunbar-Southlands,"49.2264887168613, -123.20008010403954"
,__HBFIWI,,,Kensington-Cedar Cottage,"49.2496800017089, -123.07289686187495"
,__FJ1QRA,,,Grandview-Woodland,"49.29061530212368, -123.06085802439398"
007592370,__FIZ42M,,,Fairview,"49.26706564222221, -123.12006095175036"
,__FIZ408,,,Fairview,"49.26937380123397, -123.12004378889178"
006963773,__FIZ3XQ,,,Fairview,"49.26809950921283, -123.12317673519128"
,__FJ0ZSQ,,,West End,"49.27664471797989, -123.13581791316624"
,__FJ0ZSA,,,West End,"49.27872603422054, -123.13739943617423"
,__FNK20G,,,Dunbar-Southlands,"49.22673238868922, -123.20084268785972"
025975901,__FMTY59,,,West End,"49.27705040117882, -123.13935316660861"
,__FJ1QVS,,,Grandview-Woodland,"49.287773693310186, -123.06510041684473"
,__FJ1QVQ,,,Grandview-Woodland,"49.28818804747997, -123.06297252649739"
,__FJ0VXE,,,Riley Park,"49.242130722758176, -123.0952819207536"
028613961,__FJ1024,,,West End,"49.28128231769766, -123.14120014489147"
028613945,__FJ1020,,,West End,"49.28105828497849, -123.14086748297498"
,__FJ0VXG,,,Riley Park,"49.242131511158256, -123.09541656113898"
,__FJ0VXO,,,Riley Park,"49.24214047757996, -123.09598343563135"
,__FJ0VXY,,,Riley Park,"49.24148762821555, -123.09650394416076"
,__FJ0VY4,,,Riley Park,"49.2411971572367, -123.0965214991169"
,__FJ0VY8,,,Riley Park,"49.24075501278874, -123.09654466568473"
,__FJ0VYK,,,Riley Park,"49.241681035698, -123.09530015216345"
,__FJ0VYQ,,,Riley Park,"49.24133385854169, -123.09493581389687"
007430418,__FJ2F2Q,,,Hastings-Sunrise,"49.278490144259024, -123.03203203913502"
,__FJ2FFW,,,Hastings-Sunrise,"49.291466668264285, -123.05646125919574"
025431439,__FJ2FGO,,,Downtown,"49.27317369928005, -123.11819007417422"
005312680,__FJ5W11,,,Downtown,"49.27969261647824, -123.10969995439866"
,__FJG8LU,,,Dunbar-Southlands,"49.22918339018573, -123.19376017178298"
015792528,__FIZ7DK,,,Marpole,"49.20400895996768, -123.14555211392566"
,__FIZ6XM,,,Sunset,"49.20660094926498, -123.08787092692725"
,__FIZ6WS,,,Sunset,"49.20509975664612, -123.09564342709392"
,__FIZ5JW,,,Marpole,"49.20507971442067, -123.11030485863138"
,__FIZ5JS,,,Marpole,"49.204982935942034, -123.10709112115278"
,__FIZ5JQ,,,Marpole,"49.20514245451943, -123.10951299246611"
,__FJ0VX0,,,Riley Park,"49.242432502621426, -123.0958273936692"
,__GO1SSU,,,Dunbar-Southlands,"49.227372507680336, -123.20122652682711"
,__GO1SSV,,,Dunbar-Southlands,"49.227304482923785, -123.20104716567259"
,__GO1STC,,,Dunbar-Southlands,"49.22742285659774, -123.20225016434685"
015999301,__G2FCBV,,,Renfrew-Collingwood,"49.24651641284589, -123.05157930877142"
,__G2D4N2,,,Mount Pleasant,"49.26505890210369, -123.10198457702853"
012226751,__FJ0A3I,,,Dunbar-Southlands,"49.25496126004379, -123.19612803812936"
012226785,__FJ0A3M,,,Dunbar-Southlands,"49.25496213775649, -123.19640563464709"
012282171,__FJ0A3O,,,Dunbar-Southlands,"49.2540583318569, -123.19627424837233"
012282197,__FJ0A3Q,,,Dunbar-Southlands,"49.254058995503385, -123.19641304499156"
012281921,__FJ0A3S,,,Dunbar-Southlands,"49.2544485258795, -123.19639122897905"
,__FJ21QQ,,,West Point Grey,"49.27410652972155, -123.19301935436377"
,__FJ21NA,,,Grandview-Woodland,"49.287791582463626, -123.07217631686649"
016018494,__G2G2RS,,,Renfrew-Collingwood,"49.24444990783328, -123.04672405044258"
,__FJ21N8,,,Grandview-Woodland,"49.28499570183818, -123.07220857867333"
,__FJ21JG,,,Hastings-Sunrise,"49.2918603164249, -123.05447069455116"
009046640,__FJ0RRK,,,Dunbar-Southlands,"49.24957297788663, -123.19512160592322"
,__FJ0RQU,,,Fairview,"49.2700430304527, -123.13585535269112"
,__FJ0RQS,,,Fairview,"49.27010246204721, -123.13564835720837"
,__FJ0RQK,,,Fairview,"49.27078518466982, -123.13446649405172"
,__FJ21H8,,,Hastings-Sunrise,"49.289865362790195, -123.03122380960987"
011156082,__FJ21H0,,,Hastings-Sunrise,"49.29286565158927, -123.02374357509797"
008655952,__FJ21GE,,,Fairview,"49.25845127881937, -123.14272546068916"
010069976,__FJ21FU,,,Strathcona,"49.273283525782475, -123.09337627685822"
009155520,__FJ21LU,,,Strathcona,"49.28568674560603, -123.07728614699822"
016018478,__G2G2TI,,,Renfrew-Collingwood,"49.241426481377985, -123.03936474604593"
002842106,__FJ0TKO,,,Downtown,"49.287763416225204, -123.11410672211323"
002842114,__FJ0TKQ,,,Downtown,"49.28791637724846, -123.11583536214138"
,__FJ1UTA,,,,"49.26711454533428, -123.21571481467029"
,__FJ1UT8,,,,"49.2671166987172, -123.21600662956146"
,__FJ1UT4,,,,"49.26711380788627, -123.21658984303973"
,__FJ1USY,,,,"49.267095046664274, -123.21747907385736"
,__FJ1ULM,,,,"49.26631575373969, -123.21644544588703"
,__FJ1ULG,,,,"49.26632647208991, -123.21720489797812"
,__FJ2292,,,Dunbar-Southlands,"49.226459951118755, -123.19411140796068"
,__FIZTUG,,,Killarney,"49.20261500794058, -123.03209353978032"
,__FIZTUE,,,Killarney,"49.203091176753816, -123.03418487238778"
,__FIZTTO,,,Killarney,"49.20367037092138, -123.03617699844955"
006950957,__FIZTS4,,,Killarney,"49.21264973430201, -123.03247292783647"
007236000,__FIZTRG,,,Killarney,"49.21113080392879, -123.02562334907023"
007397062,__FIZTPU,,,Killarney,"49.21429613548721, -123.02810214310227"
,__FIZTPG,,,Killarney,"49.205141106467885, -123.0418370579351"
