addr_key,member_count_active,member_count_all,latest_membership_year
401 1334 cardero,0,1,2022.0
401 2228 welcher ave,0,1,
401 228 7th ave e,0,1,
401 306 jackson ave,0,1,
401 ash st,0,1,
4010 sunnycrest dr,0,1,2021.0
4010 w 10th ave,0,1,
4011 kamloops st,0,2,2023.0
4012 larchwood dr,0,2,
402 1560 e 4th ave,0,1,2022.0
4028 shelbourne st,0,1,
4028 w 16th ave,0,1,2023.0
403 1628 4th ave w,0,1,2021.0
403 2025 west 2,0,1,
403 reginald cor,0,1,
403 stride ave,0,1,2018.0
4030 107-155 e 12th st,0,1,
4036 w35th ave,0,1,
4037 oak st,0,3,
4038 edinburgh st,0,1,
404 100 esplanade e,1,1,2025.0
404 e 8th ave,0,1,2020.0
4040 victoria dr,0,2,2022.0
4041 st catherines st,0,1,2024.0
4045 union st,0,1,
404a 7025 stride ave,0,1,
405 cardero st,0,1,2018.0
405 e king edward vancouve,0,1,
405 prior st,0,1,
4050 toronto st,0,1,2020.0
4051 garry st,0,1,
406 2225 triumph st,0,1,2020.0
406 3133 hillside ave,0,1,
406 lakewood dr,0,1,2018.0
4063 w 40th ave,0,1,
4069 brockton cres,0,1,
407 bergstrom frks,0,1,
407 e 19th ave,0,1,2018.0
407 heatley ave,0,1,2018.0
4076 penticton st,0,1,
4078 knight st,0,2,
408 1999 nelson st,0,1,
408 575 e 5th ave,0,1,
4080 yukon st,0,1,
4084 union st,0,2,2022.0
4084 w 10th ave,0,1,2018.0
4088 columbia st,0,1,2022.0
4089 mount seymour pkwy,0,1,
409 2408 east broadway,0,1,
409 368 lakewood dr,0,1,2023.0
409 e 50th ave,0,1,
4091 w 35th ave,0,1,
4096 mcgill st,0,1,
41 e hastings,0,1,2020.0
41 e hastings st,0,3,
410 1209 e broadway,0,1,
410 eighth st,0,1,
410 josephine st,0,1,
4105 knight st,0,1,2018.0
4108 victoria dr,0,1,
411 7th st,0,1,2024.0
4111 danforth dr,0,1,
412 e cordova st,0,1,2020.0
412 michigan st,0,1,
412 sealion pl,0,1,
4120 main st,0,1,2021.0
4120 virginia cres,0,1,
4123 heather st,0,1,
4128 main st,0,1,
413 e 23rd ave,0,1,
4132 commercial st,0,1,
4132 tytahun cres,0,1,
414 10th ave e,0,1,
4141 oak st,0,1,
4142 s island hwy,0,1,
415 alexander,0,1,2020.0
415 carbonate st,0,1,
415 ginger dr,0,1,2020.0
415 nelson st,0,1,
4150 elgin st,0,1,2024.0
4151 windsor st,0,1,2024.0
4156 cambridge st,0,1,2020.0
4160 lang smt,0,1,
4160 triumph st,0,1,
4168 w 11th ave,0,1,2018.0
4170 irmin st,0,1,
4170 nanaimo st,0,1,
418 main st,0,1,2018.0
4180 nanaimo st,0,1,2021.0
419 e 10th ave,0,1,
419 e 21st ave,0,1,
4191 albert st,0,1,2020.0
4194 maywood st,0,1,
4194 w 10th ave,0,1,
42 e cordova,0,1,2024.0
420 caton pl,0,1,
420 eleventh st,0,1,
420 w 16th ave,0,1,2023.0
4203 quebec st,0,1,
4207 portland st,0,1,2018.0
4209 marine dr,0,1,2018.0
421 e 20th ave,0,1,
4212 8th ave,0,1,
4212 perry st,0,1,
4213 miller st,0,1,
4215 frances st,0,1,
4216 georgia st,0,1,2021.0
4217 ave de lorimier,0,1,
4217 glanford ave,0,1,
4220 john st,0,1,
4221 moyberry st,0,1,
4224 hessel walk,0,1,
4226 rupert st,0,1,
4227 frances st,0,1,2018.0
4227 w 29th ave,0,1,2022.0
423 e 10th ave,0,1,2024.0
423 stannard ave,0,1,
4230 prince edward st,0,1,2018.0
4232 sardis st,0,1,
423b 301st st,0,1,
4242 brant st,0,1,2024.0
425 carnarvon,0,1,
425 e 11th ave,0,2,2018.0
4257 fraser,0,1,2018.0
426 12th ave w,1,1,2025.0
426 e 53rd ave,0,1,
427 4550 fraser st,0,1,2021.0
428 w 14th ave,0,1,2018.0
4282 perry st,0,1,2021.0
4285 macdonald rd,0,1,
42860 weber iss,0,1,
4288 st catherine's st,0,1,2021.0
429 campbell ave,0,1,2018.0
429 coldwater cres,0,1,
429 sw 9th st,0,1,
4290 kalso st,0,1,2021.0
4290 kaslo,0,1,2021.0
4290 metchosin rd,0,1,
4295 ellis park,0,1,
43 e 11th ave,0,2,
43 e 15th vancouv,0,1,
43 powell,0,1,
430 11 st,0,1,
430 8th ave e,0,1,2024.0
430 e 8th ave,0,2,2021.0
4301 hammes xrd,0,1,
4305 cambridge st,0,1,
4306 windsor st,0,1,2020.0
431 pacific st,0,1,2023.0
4313 pinewood cres,1,1,2025.0
4316 w 2nd ave,0,4,
432 15th ave w,1,1,2025.0
432 e 3rd st,0,1,
4320 slocan st,0,1,2021.0
4323 claredon st,0,1,2020.0
4325 maywood st,0,1,
4325 w 10th ave,0,1,2021.0
433 e king edward ave,0,1,
433 prior st,0,1,2023.0
433 seymour river pl,0,1,
4330 watson st,0,2,2022.0
4335 prince albert st,0,1,
4335 w 10th ave,1,1,2025.0
4336 w 10th ave,0,1,2018.0
4338 commercial st,0,1,
4339 fraser st,0,1,2018.0
4341 dundas st,0,2,2020.0
4342 nanaimo st,0,1,2018.0
435 w 13th ave,0,1,2022.0
4355 maywood st,0,1,
4356 elgin st,0,2,2024.0
4356 w 14th ave,0,1,2022.0
4363 halifax st,0,1,
4368 frances st,0,2,
4369 frances st,0,1,2024.0
437 e hastings,0,1,2020.0
437 hastings,0,1,2018.0
4371 w 10th ave,0,1,2021.0
438 e 20 ave,0,1,2023.0
438 e 20th ave,0,1,
438 seymour,0,1,2020.0
4387 w 15th ave,0,1,
4390 grange st,0,1,
4393 wildwood cres,0,1,2024.0
44 e 13th ave,0,2,2018.0
44 leopold pl,0,1,
440 e 15th ave,0,2,2021.0
440 e 5th ave,0,1,
440 hartman rd,0,1,
440 w 17th ave,0,1,
441 ninth st,0,1,
4410 james st,1,1,2025.0
4418 angus dr,0,1,2024.0
4428 bonavista dr,0,1,
4429 6th ave w,0,1,
4430 capilano rd,0,1,
4433 moscrop st,0,1,
4433 w 12th ave,0,1,
4433 w 14th ave,0,1,
4434 w 1st ave,0,1,2020.0
4435 slocan st,0,1,2023.0
4448 saint george,0,1,
445 2nd ave w,0,1,
445 w 28th ave,0,1,2020.0
4450 w 9th ave,0,1,2018.0
4453 main st,0,3,
44565 vandell dr,0,1,
446 e 16th ave,0,1,
44669 wilford ter,0,1,
4468 gladstone st,1,1,2025.0
4469 frances st,0,1,
447 e 6th,0,1,2023.0
447 e 6th ave,0,3,2018.0
4471 gena knls,0,1,
4476 welwyn st,0,2,
448 e 60th ave,0,1,2024.0
4486 commercial st,0,1,
449 e 44 ave,1,1,2025.0
449 hastings st e,0,1,
4490 sooke rd,0,1,
4494 w 12th ave,0,1,
45 bellingham ct,0,1,2024.0
45 playfield cres,0,1,2023.0
45 sw marine dr,0,1,
450 dallas rd,0,1,
450 n nanaimo,0,1,
450 n nanaimo st,0,1,
450 w 7th ave,0,1,
4501 arthur dr,0,1,2021.0
4504 earles st,0,2,
4504 earls st,0,1,2020.0
4507 bedwell harbour rd,0,1,
4508 hazel st,0,1,
4508 main st,0,1,
4510 aufderhar uns,0,1,
4511 elgin st,0,1,
4515 main st,0,1,2023.0
4516 moss st,0,1,
4517 redford st,0,1,
45185 wolfe rd,0,1,
452 hilltop ave,0,1,
4534 luettgen cir,0,1,
4534 w 1st ave,0,1,2021.0
45344 hodgins,0,1,2018.0
4535 napier st,0,2,2018.0
4537 mackenzie st,0,1,
4538 10th ave w,0,1,2018.0
4539 cambie st,0,2,2020.0
454 e 8th ave,0,2,
4545 frances st,0,1,
4549 ross st,0,1,
455 w georgia st,0,1,
4550 fraser st,0,1,2024.0
4555 john st,0,1,
4555 ross st,1,1,2025.0
456 main st,0,1,
456 moberly rd,0,1,
456 pandora ave,0,1,
4560 thompson rd,0,1,2021.0
4565 george st,0,1,2021.0
45663 henderson ave,0,1,
4567 sunnybrae-canoe pt,0,1,
4570 james st,0,1,
4574 w 10th ave apartment #202,0,1,2022.0
4577 darwin ave,0,1,
458 n hythe ave,0,1,
4580 maple cres,0,1,2021.0
4580 sidney st,0,1,
4580 w 11th ave,0,1,
4590 earles st,0,1,
45938 reece ave,0,1,
4596 hoy st,0,1,
4598 moss st,0,1,2018.0
46 e 42 ave,0,1,
460 e 6th ave,0,1,
4606 w 8th ave,0,1,
461 griffiths pl,0,1,
4623 commercial st,0,1,
4625 fairlawn dr,0,1,
46254 mccaffrey blvd,0,1,
4630 napier st,0,1,
46356 margaret ave,0,1,
4639 birchfeild pl,0,1,
4639 fraser st,0,3,2023.0
4641 walden st,0,1,
4655 main st,0,1,2021.0
4657 sardis st,0,1,2021.0
4658 cordova bay rd,0,1,
4659 georgia st,0,1,
4659 w 7th ave,0,1,2021.0
4660 w 10th ave,0,1,2018.0
46657 lamonica vlg,0,1,
467 alexander,0,1,2023.0
467 powell st,0,1,
4670 assembly way,0,1,
4677 northview ct,0,1,
468 e 13th ave,0,1,
4683 arbutus st,0,2,2020.0
4686 knight st,0,4,2018.0
4688 elgin st,0,1,2018.0
4688 w 4th ave,0,1,
469 ailsa ave,0,1,2018.0
469 e 10th ave,0,2,2024.0
4694 w 7th ave,0,1,2020.0
4696 w 4th ave,0,1,
47 bowhill ave,0,1,
47 w 12th ave,0,1,2021.0
470 w 19th ave,0,1,2023.0
4702 clarendon st,0,1,
4706 fairmont st,0,1,
4706 nanaimo st,0,1,
4708 westlawn dr,0,1,2023.0
471 w 19th ave,0,1,2018.0
4710 hastings st,0,1,2020.0
4710 mcglynn path,0,1,
4711 cambie st,0,1,2018.0
4715 dumfries st,0,1,
472 e pender,0,1,
4720 marrello rd,0,1,
4722 quebec st,0,1,
4725 dumfries st,0,1,2022.0
473 felix jack rd,0,1,2024.0
4734 54 st,0,1,
4734 55b st,0,1,
4748 knight st,0,1,2020.0
475 elgin st,0,1,
475 keefer st,0,1,
4763 lanark,0,1,2018.0
4766 knight st,0,1,
4767 cedarglen pl,0,1,2020.0
4768 brentwood dr,0,1,
477 e 10th ave,2,2,2025.0
477 howard ave,0,2,2023.0
4770 ross st,0,1,2024.0
4771 frances st,0,1,
4772 main st,0,1,
4774 argly st,0,1,2020.0
4778 lanark st,0,1,
478 w windsor rd,0,1,2018.0
4780 mchardy st,0,1,
4788 brentlawn dr,0,1,2021.0
4791 culloden st,1,1,2025.0
4795 joyce st,1,1,2025.0
480 robson st,0,1,2020.0
4800 wintergreen ave,1,1,2025.0
4801 27 st,0,1,
4808 hazel st,0,1,
480a e columbia st,0,1,2020.0
481 keefer st,0,1,
4810 gladstone st,2,2,2025.0
482 16th ave e,1,1,2025.0
482 e 16 ave,1,1,2025.0
482 e 16th ave,0,1,2023.0
4821 dumfries st,0,1,
4824 hickory ct,0,1,2024.0
4825 e 1st ave,0,1,2024.0
483 garbally rd,0,1,
483 keefer st,0,1,
4831 scotty creek rd,0,1,
4832 lanark st,0,1,
4837 dumfries st,0,1,
4839 lanark st,0,1,
484 e 21st ave,0,1,
4842 cutlass ct,0,1,
485 e 44th ave,0,1,
485 keefer st,0,1,
485 w 14th ave,0,2,
4850 rupert st,0,1,
4852 w 40th ave,0,1,
4855 chesham ave,0,1,
4858 slocan st,0,1,
486 grafton ave,0,1,
4865 fleming st,0,1,
4868 brentwood dr,0,1,2018.0
488 64th ave w,0,1,
488 kingsway,0,2,2020.0
488 sw marine dr,0,1,
488 w 41st ave,0,1,2024.0
4880 fleming st,0,1,2023.0
4888 nanaimo st,0,1,
4893 quebec st,0,3,2024.0
4896 rupert st,0,1,
4898 ellis ln,0,1,
49 clifford private,0,1,
49 wilkes creek dr,0,1,
4906 main st,0,1,
4909 52 ave,0,1,
4923 moss st,0,1,
49279317 123021612,0,1,
4929 college highroad,0,1,
4933 fisher dr,0,1,
4942 rupert st,0,1,
4947 wycliffe rd,0,1,
495 holbrook ct e,0,1,
4955 newton st,0,1,
4959 knight st,0,1,
4960 bennett st,0,1,2020.0
4966 rupert st,0,1,2021.0
4967 main st,0,1,
4987 main st,1,2,2025.0
4998 prince albert st,0,1,
49th oak st,0,1,
4th nvancouv,0,1,
5 1131 barclay st,0,1,
5 1336 west 14th ave,0,1,2024.0
5 1707 east 4th ave,0,1,
5 209 heatley ave,0,1,2018.0
5 421 vancouver st,0,1,
5 ave s,0,1,
5 e 10h ave,0,1,2018.0
5 greystone pl,0,1,2024.0
5 magnolia dr,0,1,
5 minories,0,2,
5 pender st w,0,1,
5 w hastings st,0,1,
50 cordova st e,0,1,
50 w 12th ave,0,1,2023.0
500 canterwood ct,0,1,
500 rithet st,0,1,
500 w 12tb ave,0,1,
5003 pleasant valley rd,0,1,
5007 quebec st,0,1,2018.0
501 1265 barclay st,0,1,2018.0
501 5 west pender st,0,1,2021.0
501 e 10th ave,0,1,
501 pacific st,0,3,2024.0
501 sixth st,0,1,
5016 elgin st,0,1,
502 930 cambie st,0,2,2024.0
503,0,1,2020.0
503 21 st n,0,1,
5030 hastings st,0,1,
5030 windsor st,0,1,
5031 augustina aly,0,1,
505 3008 glen dr,0,1,
5050 halifax st,0,1,
5058 joyce st,0,1,
506 w 62 ave,0,1,2020.0
507 e 6th ave,0,1,
507 main st,0,1,
5070 fraser st,0,1,
508 14000 riverport way,0,1,
508 1515 w 57 ave,0,1,2018.0
508 8th st,0,1,
508 hawks ave,0,1,2024.0
509 1450 chestnut st,0,1,2023.0
509 640 fisgard st,0,1,
509 jefferson ave,0,1,
5090 hastings st,0,1,
5094 gladstone st,0,1,2021.0
510 agnes st,0,1,2021.0
511 ash st,0,1,
5115 cambie st,0,1,
5115 garden city rd,0,1,
5115 wilshire blvd,0,1,
512 1405 w 15th ave,0,1,2021.0
512 campbell ave,0,1,
512 e 10th ave,0,2,2018.0
512 prior st,0,1,2021.0
512 sundance ct,0,1,
513 3855 ross dr,0,1,
5135 aberdeen st,0,1,
514 arbutus ave,0,1,
514 e 5th abs,0,1,
5144 topaz pl,0,1,
515 c kootenay st,0,1,
515 n penticton st,0,1,2023.0
515 w hastings vancouv,0,1,
5150 lorraine ave,0,1,
5155 imperial st,0,1,
5155 sooke rd,0,1,
516 1915 haro st,0,1,2018.0
516 2nd st ne,0,1,
516 e 10th ave,0,1,
516 e 49th st,1,1,2025.0
516 eleventh st,0,1,
516 foster ave,0,1,
516 linden ave,0,1,
5166 halifax st,0,1,
5166 main st,0,1,
517 commercial dr,0,2,2018.0
517 thulin st,0,1,
517 union st,0,1,2018.0
517 victoria st,0,1,
5173 chapman rd,0,1,2018.0
518 e 18th ave,0,1,2018.0
518 e 28th,0,1,
518 richards,0,1,2018.0
518 richards st,0,1,2020.0
5186 dunster rd,0,1,
519 rithet st,0,1,
5197 223a st,0,1,
5197 radcliffe rd,0,1,
52 4th st,0,1,
52 e 21st ave,0,1,
52 fourth st,0,1,
520 e 19th ave,0,1,2024.0
520 s grand,0,1,
520 st patrick st,0,1,2020.0
521 dogwood st s,0,1,
5218 inverness st,0,1,
522 e 10th ave,0,1,2020.0
522 moberly rd,0,1,
522 victoria dr,0,1,2024.0
5220 capitol dr,0,1,
5224 204 st,0,1,
523 rowcliffe ave,0,1,
5231 cranbrook ave,0,1,
5233 joyce st,0,2,2021.0
524 e 11th ave,0,1,
525 5th ave e,0,1,
525 abbott st,0,2,2018.0
525 carrall st,0,1,
525 e 5th,0,1,2018.0
525 e 5th ave,0,7,2020.0
525 eleventh,0,1,
525 w 13th ave,0,1,2022.0
5250 rupert st,0,1,
5252 bursill st,0,1,
5253 taunton st,0,1,
525w 14th ave,0,1,
526 6th st,0,1,
526 hwy 48,0,1,
5269 slocan st,0,1,
527 ash st,0,2,2022.0
527 e georgia st,0,1,2020.0
5275 schou st,0,1,2018.0
528 rochester ave,0,1,
5280 203 st,0,1,2021.0
5280 oakmount crk,0,1,
5285 hastings st,0,1,
5288 melbourne st,0,1,
529 tenth st,0,1,
5294 204 st,0,1,
53 13th ave e,0,1,2021.0
53 hastings st w,0,1,2024.0
530 dogwood st,0,1,
5304 mckinnon st,0,1,2024.0
53043 heathcote sts,0,1,
531 atlantic st,0,1,
531 e 18th ave,0,1,2020.0
531 w 27th ave,0,2,2024.0
531 w bay ter,0,1,
5317 abbey ave,0,1,2023.0
5317 knight st,0,2,2024.0
5317 mckinnon st,0,1,2021.0
532 e georgia,0,1,2018.0
5325 lanark st,0,1,2024.0
5326 fleming st,0,1,
5326 lanark st side door,0,1,
5328 lanark st,0,1,
533 woodland dr,0,1,2018.0
5333 casgrain ave,0,1,
5338 lanark st,0,1,
534 yundt sq,0,1,
5347 lanark st,0,3,
5347 oak st,0,1,
5349 oak st,0,1,
535 holdom ave,0,1,
5350 balsam st,0,1,
5350 dumfries,0,2,
5350 vine st,0,1,2024.0
536 e 11th ave,0,1,2020.0
537 18th ave e,0,1,
537 e 7th ave,0,3,2023.0
5378 lanark st,0,3,
538 union st,0,1,
5380 oben st,0,1,
5381 207 st,0,1,
5386 lanark st,0,2,
5389 chamberlayne way,0,1,
5389 lanark st,0,1,
5391 woodpecker dr,0,1,
5392 dumfries st,0,1,
540 e hastings,0,1,2020.0
540 helmken st,0,1,2024.0
540 rochester ave,0,1,2021.0
5401 lakeshore dr,0,1,
5408 neville st,0,1,2018.0
541 w 13th ave,0,1,2023.0
5410 claude ave,0,1,
5419 lanark st,0,3,
542 55 st,0,1,
542 e 50th ave,0,1,2018.0
5420 206 st,0,1,
5420 moreland dr,0,1,
5425 shortcut rd,0,1,
543 e 21st ave,0,1,2023.0
543 rupert st,0,1,
5430 dundee st,0,1,
5432 lanark st,0,4,
5435 kincaid st,0,1,
5438 lanark st,0,4,
544 platt's lane ests,0,1,
544 sydney coquitlam,0,1,2020.0
5444 prince edward st,0,1,2023.0
545 atlantic st,0,2,2024.0
545 sydney ave,0,1,
5454 balsam st,0,1,
5457 bruce st,0,1,
5463 dumfries st,0,3,
5465 carmichael rd,0,1,
5468 dumfries st,0,1,
5468 lanark st,0,2,2024.0
547 burnside rd e,0,1,
547 herald st,0,1,
5470 elsom ave,0,1,
5470 ormidale st,0,1,2022.0
5475 vine st,0,1,
5477 neville st,0,1,
5477 portland st,0,1,
548 barnard st,0,1,
548 breamar rd e,0,1,
548 brookmere ave,0,1,
548 dallas rd,0,1,2021.0
54808 macgyver wl,0,1,
5482 schmidt cts,0,1,
5485 old mill way,0,1,
5488 lanark st,0,2,
5489 walter pl,0,1,2018.0
55 bay st,0,1,
55 e 12th,0,1,2024.0
55 e 12th ave,2,6,2025.0
55 e 14th ave,0,1,2021.0
55 e cordova,0,1,2021.0
55 e cordova st,0,2,
55 gorge rd e,0,1,
55 tenth st,0,1,
550 6th ave,0,1,
550 e 7th ave,0,2,2023.0
550 lorne st,0,1,
550 pacific st,0,2,
550 taylor st,0,1,
5507 montgomery pl,1,1,2025.0
5508 halifax st,0,1,2022.0
551 linden ave,0,1,
551 union st,0,1,2024.0
5510 willingdon ave,0,1,
5515 boundary rd,0,1,2024.0
5516 clarendon st,0,1,
5520 lanark st,0,2,
5522 sherbrooke st,0,1,
5524 lost lake rd,0,1,
5525 14 ave,0,1,
5526 turcotte wls,0,1,
5530 lanark st,0,2,
5537 wales st,0,1,
5543 toronto rd,0,1,2018.0
5544 fraser st,0,1,2020.0
5549 keith st,0,1,2018.0
555 6th ave e,0,1,2018.0
555 e 12th ave,0,1,2023.0
555 e 18th ave,0,1,2018.0
555 e 5th ave,0,8,2018.0
555 e 6th,0,1,2020.0
555 e 6th ave,0,2,2020.0
555 e18 ave,1,1,2025.0
555 glenmeadows rd,0,1,
555 jervis st,0,1,2018.0
555 w 14th ave,0,1,
555 w 49th ave,0,1,
555 york ave,0,1,2018.0
5550 cambie st,0,1,
5555 14 ave,1,1,2025.0
5560 inman ave,0,1,2023.0
5565 ontario st,1,1,2025.0
5568 osler st,0,1,
5569 culloden st,0,1,2024.0
5570 dumfries,0,1,
558 blitz rd,0,1,
558 keefer,0,1,2018.0
560 mclean dr,0,3,
560 w 17th ave,0,1,2020.0
562 11 ave e,0,1,
562 e 11th ave,0,4,2021.0
5625 montgomery pl,0,1,
5628 gladstone st,1,1,2025.0
563 prior st,0,1,2018.0
5635 lanark st,0,1,
5638 mackenzie st,0,1,
564 w 23rd st,0,1,
5641 201 st,0,1,
5645 commercial,0,1,2021.0
5645 commercial st,0,1,2021.0
5646 inverness st,0,1,2024.0
56463 selma rdg,0,1,
5647 16 ave,0,1,
5650 dumfries,0,2,
5656 victoria dr,0,1,
5657 harold stvancouve,0,1,
5659 tomswood rd prt,0,1,
5659 tyne st,0,1,
566 austin ave,0,1,
5665 boundary rd,0,1,
567 prior st,0,1,
5674 jersey ave,0,1,
5688 ash st,0,1,
569 powell st,0,1,
5699 sophia st,0,1,2023.0
57 agnes st,0,1,
57 cambridge st,0,1,
570 e 8th ave,0,1,2018.0
570 powell,0,1,
5708 curtis st,1,1,2025.0
5708 francis rd,0,1,
57214 charise way,0,1,
5723 mayview cir,0,1,2018.0
5728 berton ave,0,1,
5729 prince albert st,0,1,
573b mcclure rd,0,1,
574 e broadway,0,1,2018.0
575 dogwood st s,0,1,
575 e 5th ave,0,8,2018.0
5750 larch st,0,1,
5750 spindrift st,0,1,
5750 surf cir,0,1,2020.0
576 w 24th,0,1,
577 auer frg,0,1,
577 e 8th ave,0,1,
5779 birney ave,0,1,
5781 binning ave,1,1,2025.0
58 e 39th ave,1,1,2025.0
58 keefer pl,0,1,2018.0
5802 irmin st,0,1,
5811 no 3 rd,0,1,
5812 124a st,0,1,
5818 lincoln st,0,1,
5828 booth ave,0,1,2021.0
5828 thunderbird blvd,0,2,
5831 ormidale st,0,1,
5834 battison st,0,1,
584 w 24th ave,0,2,2022.0
5840 east blvd,0,1,2024.0
5846 lanark st,0,2,2018.0
5852 forglen dr,0,1,2021.0
5852 patterson ave,0,1,
5863 vine st,0,1,2020.0
5867 knight st,0,1,2020.0
5869 fremlin st,0,1,
5869 olive ave,0,1,2020.0
5871 knight st,0,1,
5875 culloden st,0,1,
588 e 5th ave,0,3,2018.0
588 w 24th ave,0,1,2022.0
5889 dunbar st,0,1,
5896 ortiz aly,0,1,
59 w cordova,0,2,2020.0
590 w 12th ave - apt 201,0,1,2022.0
5900 olive ave,0,1,2020.0
5908 arlington st,0,1,2024.0
5915 lancaster st,0,1,2018.0
5915 vedder rd,0,1,
593 woodland dr,0,1,
5930 beatrice st,0,1,2020.0
5941 151 st,0,1,
5955 oakdale rd,0,2,
5958 mckee st,0,1,2024.0
596 broadway st,0,1,
596 e hastings st,0,1,
5976 cambie st vancouver bc,0,1,
5976 tisdall st,0,1,
597b 2525 west mall,0,1,2018.0
5980 joyce st,0,1,2018.0
5988 grey ave,0,1,
5989 elm st,0,1,
5992 131 st,0,1,
5992 151st,0,1,
5b 869 clarke rd,0,1,
6 2312 wark st,0,1,
6 2925 oak st,0,1,
6 32883 orchid dr,0,1,
600 campbell ave,0,1,
600 drake st,0,2,2021.0
600 raymur ave,0,1,
600 vernon dr,0,2,2020.0
6000 cypress bowl rd,0,1,2023.0
6005 walter gage rd,0,1,
6009 athlone,0,1,
601 bute at vancouve,0,1,
601 bute st,0,2,2022.0
601 bute st vancouver,0,1,
601 e hastings st,0,1,2020.0
601 e pender st,0,1,
6010 granville st,0,1,2024.0
6013 kathleen ave,0,1,2018.0
6015 tisdall st,0,1,
602 citadel parade,0,1,
602 waterloo dr,0,1,2018.0
6020 east blvd,0,1,2022.0
6026 tisdall st,0,1,
603 1049 chilco st,0,1,
6033 katsura st,0,1,
6034c 58a st,0,1,
6035 knight st,0,1,
6038 willow st no 5,0,1,
6044 wilson ave,0,2,2020.0
605 e 22nd ave,0,1,2022.0
6051 172b st,0,1,
6051 fraser st,0,1,
606 1650 burnaby st,0,1,
6069 163b st,0,1,
607 990 broughton st,0,1,2018.0
607 e 29th ave,0,1,2018.0
607 e 8th ave,0,1,
6071 sanford cmn,0,1,
6077 kingsway burna,0,1,
608 179 main st,0,1,2021.0
608 belmomt st,0,1,
608 belmont st,0,1,
609 heatley ave,1,1,2025.0
609 seymour st,0,1,2024.0
61 13789 76 ave,0,1,
61 robson ave,0,1,
610 blackford st,0,1,
610 comox nanaim,0,1,
610 granville st,0,3,
610 jervis st,0,2,
610 salsbury dr,0,1,
6106 chester st,0,1,
6108 main st,0,1,2020.0
611 e 10th ave,0,1,2024.0
611 e 7th ave,0,3,2021.0
611 e 7th vancouve,0,1,
611 e cordova st,0,1,2018.0
6130 buckingham pl,0,1,2018.0
6136 184 st,0,1,
6146 ewart st,0,1,
615 7th ave,0,1,
615 cook st,0,1,
615 e 49th ave,0,2,
615 st georges ave,0,1,2020.0
6150 cypress st,0,1,2023.0
6151 carson st,0,1,
6153 battison st,0,1,2024.0
616 e 12th ave,0,1,
616 powell st,0,1,2020.0
6161 alma,0,1,
617 twentieth st,0,1,
6176 prohaska ft,0,1,
6177 collingwood pl,0,1,
6177 elgin ave,0,1,2021.0
6179 no 1 rd,0,1,
618 abbott,0,1,
618 abbott st,0,1,
6181 elgin st,1,1,2025.0
6185 188st,0,2,
6185 prince albert st,0,2,2023.0
6190 alfredo iss,0,1,
6193 service st,0,1,
6198 kathleen ave,0,1,
62 rue du corbon,0,1,
620 blackford st,0,1,
620 toronto st,0,1,
6201 cecil green park rd,1,2,2025.0
621 13th st,0,1,
621 7th ave e,0,1,
621 e 7 ave,0,1,2023.0
621 e 7th ave,0,6,2022.0
621 e7th ave,0,1,2021.0
621 w 57th ave,0,1,
6227 167a st,0,1,
6233 tyler rd,0,1,
6238 lanark st,0,1,2018.0
6238 prince albert st,0,1,
6255 argyle st,0,1,
6270 stoneridge mall rd,0,1,
6279 eagles dr,0,1,2024.0
628 kinghorne mews,1,1,2025.0
628 w 22nd ave,0,1,
6284 greenside dr w,0,1,
629 e cordova st,0,1,
629 w cordova st,0,1,
63 keefer pl,0,4,2023.0
63 martinridge grv ne,0,1,
630 e broadway,0,1,
630 mary st,0,1,
6300 alder st,0,1,2020.0
6301 silver dart dr,0,1,
631 e 11th ave,0,1,2018.0
6311 308 gilbert rdrichmon,0,1,
6311 gilbert rd,0,1,2021.0
6326 hawthorn ln,0,1,
6328 larkin dr,0,1,
6329 selma ave,0,1,2024.0
633 abbott st,0,1,
633 commercial dr,0,1,
633 w 16th ave,0,1,2018.0
633 w 8th ave,0,1,
6330 mcrobb ave,0,1,
6335 thunderbird creacent,0,1,
6335 thunderbird cres,1,1,2025.0
63366 racquel rnch,0,1,
6345 savary nanaim,0,1,
635 e 18th ave,0,1,
635 e hastings,0,1,2020.0
6350 willingdon ave,0,1,
6353 douglas st,0,1,2018.0
6356 east blvd,0,1,2020.0
636 bentley rd,0,1,
636 e 50th ave,0,1,2022.0
636 keefer st,0,1,2018.0
6363 agronomy rd,0,1,
6366 cassie ave,0,1,2018.0
637 e 24th ave,0,1,
637 fairview st,0,1,
638 9th ave,0,1,
638 alexander st,0,3,2021.0
638 meredith rd ne,0,1,
638 w 6th ave,0,1,
6385 hawthorne ln,0,1,2024.0
639 e 8th ave,0,1,
639 prior st,0,1,2024.0
64 e 6th ave,0,1,
640 fisgard st,0,1,
640 gore ave,0,1,2020.0
6408 burns st,0,1,
6423 main st,0,2,2021.0
6424 chester st,0,1,2021.0
6425 adera st,0,1,
6428 vivian st,0,1,
6433 king ave,0,1,
644 e 13th ave,0,2,2023.0
645 e 51st ave,0,1,
645 gauthier ave,0,1,
6450 east blvd,0,1,
6451 minoru blvd,0,1,2023.0
6455 golledge ave,0,1,
6455 willingdon ave,0,1,
646 e 44 ave,0,1,
646 e 44th ave,0,1,
646 e cordova,0,1,
646 e georgia st,0,1,2018.0
647 chapman ave,0,1,
6470 silver ave,0,1,
6475 chester st,0,1,
648 kingsway,0,1,
65 w cordova st,0,2,2020.0
